Date,City,Temperature,Min_Temperature,Max_Temperature,Rainfall,Humidity,Wind_Speed,Pressure,Weather_Condition
2024-09-21,Chennai,35.19,26.21,42.67,17.2,76.22,14.29,1016.13,Rainy
2024-06-08,Delhi,34.16,28.41,41.91,0.56,55.38,14.46,1011.79,Clear
2022-06-28,Bengaluru,33.84,25.83,38.66,19.01,79.04,8.58,1007.57,Rainy
2022-09-29,Chennai,23.65,19.19,28.02,7.47,75.89,11.86,1011.45,Clear
2022-01-13,Hyderabad,18.07,12.68,23.12,1.66,63.69,4.38,1011.94,Clear
2024-01-06,Bengaluru,17.05,10.11,22.03,0.28,85.22,4.64,1024.23,Cold
2024-02-11,Chennai,29.61,24.0,34.44,0.91,58.16,13.72,1016.21,Clear
2024-08-08,Pune,33.31,29.18,38.21,5.88,61.95,15.43,1012.97,Clear
2024-12-04,Bengaluru,17.64,11.13,23.85,0.03,77.97,12.76,1010.15,Cold
2024-02-27,Hyderabad,29.6,23.1,35.77,0.41,58.9,12.65,1004.84,Clear
2024-10-14,Pune,25.02,20.05,31.77,1.62,64.8,17.93,1016.69,Clear
2022-01-28,Mumbai,24.15,16.66,30.96,2.25,75.99,9.58,1013.52,Clear
2024-08-02,Pune,35.59,29.12,43.56,19.15,74.02,6.41,1016.02,Rainy
2023-10-03,Bengaluru,23.96,16.98,31.51,2.19,73.46,16.52,1020.07,Clear
2023-04-24,Chennai,33.36,28.06,40.6,0.9,54.81,4.71,1010.19,Clear
2024-10-21,Delhi,18.9,10.89,23.18,0.82,76.09,8.56,1006.6,Clear
2023-06-11,Bengaluru,30.02,25.8,34.18,42.19,98.0,16.8,1008.37,Heavy Rain
2022-05-10,Mumbai,36.68,27.84,41.42,3.57,57.78,14.89,1014.3,Hot
2023-05-10,Hyderabad,34.82,30.48,40.46,1.62,43.04,14.01,1007.43,Clear
2024-09-27,Chennai,33.53,26.51,41.01,23.24,89.81,14.32,1009.53,Rainy
2022-08-04,Hyderabad,33.0,25.32,40.27,2.23,59.03,13.91,1009.63,Clear
2022-01-14,Mumbai,18.83,14.23,24.18,0.8,76.96,3.91,1007.28,Clear
2023-01-18,Chennai,24.51,19.93,29.41,1.14,80.15,18.44,1012.43,Cloudy
2022-04-03,Hyderabad,31.5,27.05,38.4,1.38,73.43,16.31,1007.75,Clear
2023-03-06,Pune,28.88,22.97,35.95,1.44,59.76,14.6,1009.73,Clear
2022-06-23,Delhi,32.17,27.51,40.12,21.86,74.69,12.52,1013.07,Rainy
2022-09-22,Hyderabad,27.7,21.09,32.93,6.6,67.96,18.86,1013.07,Clear
2024-05-10,Delhi,35.9,28.42,42.49,3.69,63.75,11.83,1008.97,Hot
2023-12-19,Bengaluru,14.86,6.28,20.31,0.16,85.57,14.61,1013.22,Cold
2022-05-29,Delhi,36.16,28.15,43.87,1.5,50.13,11.47,1012.42,Hot
2023-01-10,Mumbai,21.7,16.65,28.94,1.57,78.47,10.48,1002.41,Clear
2024-11-09,Chennai,19.37,10.46,24.12,0.63,78.02,13.91,1011.94,Clear
2022-07-02,Chennai,42.75,36.84,47.43,14.52,48.24,5.03,1008.04,Rainy
2024-07-28,Mumbai,35.26,28.34,41.03,11.47,66.4,16.45,1016.7,Rainy
2024-04-18,Chennai,29.88,21.28,37.46,2.02,63.44,9.15,1008.24,Clear
2022-07-09,Hyderabad,34.24,28.69,39.59,17.2,74.01,17.98,1009.2,Rainy
2024-11-17,Pune,20.2,14.1,27.54,2.07,75.87,17.44,1010.69,Clear
2022-10-31,Bengaluru,20.38,13.42,26.73,1.46,69.32,10.14,1007.28,Clear
2023-05-19,Chennai,42.56,38.09,47.77,1.39,43.15,12.82,1020.89,Hot
2023-03-23,Chennai,33.78,29.54,38.64,1.02,56.59,17.75,1012.41,Clear
2022-12-02,Bengaluru,18.36,10.59,23.68,0.62,75.53,15.11,1016.79,Clear
2023-06-14,Mumbai,42.52,36.15,49.93,21.2,67.94,14.15,1014.14,Rainy
2023-03-03,Bengaluru,33.01,28.02,40.72,0.33,57.0,9.45,1009.55,Clear
2022-06-23,Pune,34.03,25.85,38.73,13.48,81.7,4.56,1008.58,Rainy
2024-09-20,Bengaluru,30.67,24.77,37.5,10.75,86.7,13.54,1013.43,Rainy
2022-10-26,Pune,28.5,23.01,34.38,1.21,61.03,10.24,1014.9,Clear
2023-12-23,Bengaluru,22.77,17.74,29.56,0.57,67.77,7.91,1011.89,Clear
2022-01-07,Hyderabad,29.84,21.61,35.09,1.0,65.79,12.15,1016.68,Clear
2023-12-03,Pune,21.83,16.05,29.64,0.76,76.4,7.79,1007.11,Clear
2024-02-27,Delhi,19.3,12.92,27.29,0.21,76.81,7.28,1010.1,Clear
2022-12-12,Pune,18.82,12.38,25.81,1.06,69.27,11.92,1009.38,Clear
2023-06-24,Hyderabad,36.43,31.5,44.12,8.55,52.19,5.88,1008.79,Hot
2024-10-01,Chennai,24.93,17.56,31.49,1.93,63.46,7.79,1011.4,Clear
2023-06-08,Bengaluru,35.07,29.88,41.36,6.36,58.05,12.41,1010.02,Hot
2022-06-27,Pune,39.53,31.74,46.53,3.3,46.28,17.29,1012.88,Hot
2022-11-16,Hyderabad,20.26,15.29,25.77,0.22,82.16,7.05,1011.07,Cloudy
2023-09-09,Pune,28.57,21.02,32.8,27.77,98.0,9.08,1015.6,Rainy
2024-08-13,Mumbai,31.29,23.12,37.11,29.38,93.75,14.75,1009.82,Rainy
2024-01-26,Hyderabad,,13.49,26.97,0.95,65.97,9.49,1014.44,Clear
2024-05-29,Hyderabad,31.46,23.62,37.78,0.54,49.57,12.76,1010.22,Clear
2022-12-12,Chennai,21.24,12.79,27.72,6.25,84.35,7.98,1012.98,Cloudy
2023-07-29,Chennai,39.2,31.88,45.22,,58.09,11.75,1013.65,Hot
2023-02-08,Mumbai,25.56,21.3,32.33,0.12,62.7,13.94,1004.26,Clear
2024-09-02,Pune,27.53,19.66,32.31,26.04,98.0,9.6,1015.71,Rainy
2024-02-29,Chennai,29.59,24.41,34.03,1.26,72.19,12.94,1012.8,Clear
2024-05-31,Pune,35.07,30.36,41.84,0.09,54.82,14.64,1017.36,Hot
2022-06-08,Mumbai,40.18,32.35,47.43,9.53,59.27,8.98,1010.6,Hot
2023-08-24,Bengaluru,25.36,20.68,31.69,9.24,85.21,8.38,1009.35,Cloudy
2024-06-21,Mumbai,39.38,34.7,46.93,23.94,78.76,16.14,1014.96,Rainy
2022-12-19,Mumbai,19.8,11.96,26.13,1.42,80.19,14.5,1006.28,Cloudy
2022-06-06,Hyderabad,35.41,27.86,39.68,3.39,40.99,16.14,1024.11,Hot
2024-04-22,Bengaluru,29.03,24.37,36.75,1.72,61.29,15.27,1018.19,Clear
2024-01-25,Mumbai,22.97,17.58,28.27,1.19,71.03,8.24,1014.38,Clear
2024-02-19,Delhi,24.44,16.84,29.77,0.12,59.06,16.74,1012.63,Clear
2024-12-28,Chennai,20.46,12.07,25.04,3.46,64.96,12.6,1010.53,Clear
2023-12-30,Delhi,13.1,9.01,20.64,0.62,87.81,16.59,1006.51,Cold
2022-11-08,Mumbai,25.48,20.97,31.54,1.53,74.15,15.98,1016.08,Clear
2022-09-18,Hyderabad,31.99,25.65,38.39,19.7,92.12,8.04,1004.92,Rainy
2023-10-24,Mumbai,27.34,19.74,31.69,0.72,59.05,7.97,1011.74,Clear
2024-06-12,Pune,37.35,31.78,44.33,32.16,98.0,14.36,1011.45,Rainy
2023-01-13,Bengaluru,20.18,11.51,26.54,3.25,79.09,6.2,1018.9,Clear
2022-11-03,Mumbai,24.38,18.72,31.16,1.95,62.19,13.69,1012.55,Clear
2022-05-24,Delhi,36.27,31.28,40.29,0.79,43.25,5.01,1017.85,Hot
2022-06-14,Delhi,38.92,34.3,46.68,21.34,64.0,14.47,1018.74,Rainy
2023-02-19,Bengaluru,21.53,17.03,28.02,0.23,80.84,16.25,1004.55,Cloudy
2023-06-01,Bengaluru,26.64,19.5,34.62,19.29,92.64,12.45,999.39,Rainy
2024-04-11,Pune,36.35,31.22,41.31,0.28,58.93,13.36,1015.83,Hot
2022-05-20,Bengaluru,30.16,22.72,36.07,0.21,60.55,9.53,1012.46,Clear
2024-01-20,Mumbai,20.66,15.75,26.96,2.86,90.05,16.67,1008.38,Cloudy
2022-12-17,Bengaluru,18.22,10.86,24.17,0.96,74.48,9.41,1022.77,Clear
2023-02-10,Hyderabad,23.53,16.76,30.55,1.0,66.26,13.1,1014.14,Clear
2022-06-20,Pune,36.24,30.28,42.6,5.83,53.01,13.52,1011.17,Hot
2023-09-06,Hyderabad,29.99,22.45,37.21,5.78,54.63,18.51,1007.76,Clear
2022-12-10,Chennai,30.32,24.52,36.4,2.7,64.98,14.27,1010.21,Clear
2022-11-04,Bengaluru,20.23,14.67,27.55,3.48,73.05,17.22,1017.72,Clear
2024-11-04,Pune,22.24,14.32,27.7,0.88,58.44,16.75,1011.25,Clear
2024-04-01,Bengaluru,26.79,20.69,33.97,2.49,53.29,15.54,1011.28,Clear
2023-05-30,Mumbai,40.04,34.26,44.63,0.15,39.57,16.73,1010.61,Hot
2024-09-29,Chennai,25.49,19.37,32.29,12.71,95.58,8.31,1012.33,Rainy
2023-02-14,Mumbai,29.43,21.26,36.69,0.11,68.18,10.85,1008.08,Clear
2024-02-22,Chennai,28.74,23.87,36.45,0.78,64.17,5.07,1013.17,Clear
2022-11-20,Pune,20.74,12.54,25.23,1.49,73.06,15.34,1013.68,Clear
2024-11-14,Chennai,17.29,12.97,24.36,1.84,78.52,14.92,1013.74,Cold
2022-08-18,Chennai,43.46,34.62,47.78,42.33,89.61,13.4,1007.23,Heavy Rain
2022-07-27,Mumbai,37.35,31.86,45.11,1.87,56.51,11.22,1010.16,Hot
2023-04-04,Mumbai,30.79,23.57,36.31,1.49,54.43,6.83,1009.34,Clear
2024-08-16,Pune,30.65,25.19,36.68,20.77,74.42,2.8,1012.85,Rainy
2022-08-27,Delhi,34.19,27.51,40.79,3.36,49.45,9.2,1007.38,Clear
2022-09-08,Mumbai,32.2,24.55,38.81,16.46,84.81,7.23,1016.6,Rainy
2022-05-27,Chennai,40.49,34.46,45.38,1.35,41.4,,1013.52,Hot
2022-01-12,Pune,28.88,20.62,36.11,2.93,59.94,18.87,1011.05,Clear
2024-08-17,Hyderabad,29.14,21.82,36.36,9.29,72.29,16.69,1011.06,Clear
2023-09-10,Pune,31.03,25.33,38.9,4.18,42.76,11.65,1017.7,Clear
2023-09-16,Bengaluru,22.42,14.97,29.56,2.72,76.87,10.31,1013.93,Clear
2023-12-17,Mumbai,21.45,14.59,29.45,0.34,64.0,9.95,1007.99,Clear
2023-07-07,Mumbai,41.82,36.68,46.05,8.61,43.79,11.61,1006.21,Hot
2022-12-10,Pune,23.94,18.72,28.15,0.7,63.87,10.45,1011.97,Clear
2022-03-20,Delhi,29.88,22.58,36.94,2.13,70.51,8.79,1010.04,Clear
2024-08-10,Delhi,33.02,27.08,39.58,11.53,70.3,9.49,1008.71,Rainy
2024-04-02,Chennai,31.32,23.24,36.39,0.96,49.47,12.01,1010.51,Clear
2024-04-09,Pune,30.15,21.24,36.43,6.0,73.47,7.6,1010.85,Clear
2023-09-27,Mumbai,31.07,22.26,37.15,13.5,71.59,14.08,1014.48,Rainy
2022-11-13,Mumbai,27.23,21.25,31.76,0.28,54.99,16.24,1015.09,Clear
2023-12-17,Chennai,22.8,14.7,27.01,0.23,62.95,7.91,1018.93,Clear
2023-03-04,Mumbai,27.91,22.11,34.6,0.84,60.45,15.57,1021.15,Clear
2023-05-16,Hyderabad,34.68,27.83,41.86,0.68,34.45,14.51,1014.32,Clear
2022-04-16,Mumbai,31.82,23.23,36.37,0.98,47.01,11.1,1017.32,Clear
2024-04-29,Delhi,27.31,21.75,32.16,1.03,68.24,3.17,1012.85,Clear
2024-08-08,Bengaluru,26.57,20.0,31.62,14.23,81.14,16.48,1017.99,Rainy
2024-12-09,Pune,18.53,12.84,25.54,3.03,90.19,14.68,1011.5,Cloudy
2023-09-06,Pune,30.83,22.12,38.82,15.8,69.92,20.77,1006.09,Rainy
2022-03-31,Mumbai,30.47,23.5,34.74,0.48,62.24,9.71,1009.27,Clear
2022-02-19,Delhi,24.18,18.63,29.62,1.06,77.16,13.07,1013.39,Clear
2024-09-09,Delhi,23.01,15.16,27.53,27.22,98.0,4.93,1017.31,Rainy
2023-06-15,Hyderabad,34.89,29.61,38.95,3.16,57.52,9.95,1005.54,Clear
2024-05-03,Pune,35.04,30.77,39.25,1.62,49.26,15.92,1010.95,Hot
2024-01-27,Bengaluru,20.36,12.48,24.81,6.54,84.53,11.91,1016.48,Cloudy
2023-10-19,Delhi,27.29,22.1,33.69,3.7,65.29,5.27,1011.24,Clear
2022-01-02,Mumbai,21.5,16.58,26.71,3.13,71.95,9.03,1008.48,Clear
2024-11-15,Bengaluru,18.21,10.83,25.73,0.63,63.26,13.45,1014.91,Clear
2024-07-24,Mumbai,37.62,32.41,45.13,13.52,70.11,10.08,1011.85,Rainy
2022-06-11,Chennai,39.02,30.47,43.2,16.41,65.93,18.63,1020.62,Rainy
2023-06-13,Delhi,36.72,31.57,40.92,17.15,72.83,13.58,1008.56,Rainy
2023-08-15,Mumbai,34.13,25.27,39.57,0.96,50.39,17.02,1016.73,
2023-07-10,Hyderabad,33.96,25.27,40.76,9.19,61.74,14.34,1012.96,Clear
2024-01-15,Delhi,17.01,9.91,22.63,2.97,77.2,9.5,1007.89,Cold
2022-09-14,Delhi,33.33,25.78,39.91,17.06,70.43,10.08,1008.49,Rainy
2023-04-26,Pune,29.68,20.95,37.36,1.15,53.42,11.72,1012.33,Clear
2022-01-22,Chennai,24.03,15.58,30.96,2.98,78.46,14.13,1021.11,Clear
2022-08-02,Mumbai,36.38,31.39,42.64,3.61,53.9,13.39,1007.96,Hot
2024-02-18,Mumbai,25.15,18.66,31.32,1.16,69.17,14.78,1021.56,Clear
2022-07-28,Bengaluru,31.2,24.58,38.36,5.63,58.12,19.31,1013.84,Clear
2024-02-22,Hyderabad,22.79,14.35,26.85,0.28,67.45,15.55,1007.5,Clear
2024-08-05,Pune,40.1,34.46,47.46,10.99,64.99,8.4,1002.62,Rainy
2024-08-29,Chennai,34.73,28.39,40.4,3.36,62.39,,1004.66,Clear
2023-04-17,Pune,32.98,27.79,39.34,0.05,39.18,12.07,1010.17,Clear
2022-06-15,Mumbai,39.9,34.82,44.28,15.82,74.95,18.49,1004.32,Rainy
2022-11-15,Hyderabad,18.42,13.42,22.52,1.93,88.7,11.72,1017.26,Cloudy
2022-10-06,Bengaluru,23.55,16.06,30.11,6.28,73.7,5.94,1010.84,Clear
2023-10-18,Hyderabad,21.02,13.91,27.3,1.69,73.84,16.05,1014.48,Clear
2024-03-05,Chennai,35.98,28.14,43.96,4.4,57.7,4.99,1007.9,Hot
2024-07-06,Pune,35.12,26.87,39.36,22.49,78.81,6.25,1009.68,Rainy
2022-10-01,Mumbai,25.6,18.4,33.52,0.09,72.65,2.0,1012.92,Clear
2023-07-27,Bengaluru,36.07,29.62,41.03,40.91,98.0,8.42,1009.8,Heavy Rain
2024-05-29,Bengaluru,31.21,23.11,35.78,1.01,63.38,14.31,1012.47,Clear
2022-02-18,Chennai,25.42,18.22,30.86,5.58,68.67,10.06,1012.51,Clear
2023-05-16,Bengaluru,28.82,20.53,34.1,1.57,69.51,9.1,1009.95,Clear
2023-01-30,Mumbai,26.06,17.38,30.8,0.75,56.87,13.19,1011.72,Clear
2023-08-07,Mumbai,34.95,27.07,42.19,8.34,64.57,13.11,1017.98,Clear
2024-08-01,Delhi,28.42,22.59,32.9,9.68,68.71,19.86,1017.56,Clear
2023-09-28,Chennai,34.46,30.32,40.91,13.38,57.02,11.74,1013.53,Rainy
2024-04-12,Chennai,35.88,31.7,41.4,1.26,41.54,5.36,1015.76,Hot
2023-06-05,Mumbai,35.78,27.02,42.73,26.09,86.28,5.32,1015.72,Rainy
2023-10-30,Pune,20.85,12.35,27.72,3.32,63.77,6.94,1021.43,Clear
2024-02-19,Pune,25.22,18.54,30.38,0.19,56.14,14.38,1004.97,Clear
2023-11-09,Bengaluru,18.23,9.68,25.41,1.59,81.02,9.95,1004.23,Cloudy
2022-02-26,Bengaluru,24.37,16.04,29.08,0.86,59.02,18.29,1022.59,Clear
2022-03-03,Delhi,31.08,22.99,38.28,1.32,55.86,12.9,1013.07,Clear
2024-10-29,Delhi,20.87,12.75,25.7,1.64,77.61,19.4,1014.62,Clear
2023-06-11,Mumbai,40.85,34.22,47.68,11.14,50.68,11.41,1015.76,Rainy
2024-01-25,Delhi,21.74,14.66,26.37,1.88,79.75,9.06,1016.99,Clear
2022-03-31,Hyderabad,31.78,26.98,39.46,1.87,56.91,14.46,1015.17,Clear
2023-09-04,Bengaluru,22.64,15.57,27.29,22.48,98.0,9.16,1014.7,Rainy
2023-11-24,Mumbai,22.52,16.85,28.61,0.27,62.96,17.62,1007.04,Clear
2024-01-27,Chennai,25.72,20.76,29.84,1.26,71.24,4.67,999.09,Clear
2022-03-02,Hyderabad,26.88,21.79,34.21,0.26,67.13,9.2,1015.43,Clear
2022-12-12,Bengaluru,14.65,9.48,22.17,1.76,82.93,6.18,1011.63,Cold
2024-11-16,Mumbai,19.62,11.04,25.19,2.42,74.8,8.0,1022.97,Clear
2023-08-14,Mumbai,31.99,25.86,37.87,11.12,61.47,16.16,1008.26,Rainy
2023-06-04,Mumbai,38.37,31.6,44.5,7.91,53.82,7.61,1004.62,Hot
2022-04-03,Bengaluru,30.85,24.67,38.64,0.24,70.25,15.54,1010.15,Clear
2023-01-24,Bengaluru,19.63,14.91,23.87,1.34,85.47,6.65,1004.64,Cloudy
2024-11-12,Hyderabad,18.5,13.15,25.11,0.34,74.47,9.75,1009.65,Clear
2023-05-27,Pune,30.45,23.69,38.36,1.38,52.14,8.75,1008.68,Clear
2022-11-19,Bengaluru,20.9,15.84,27.96,2.4,74.78,8.02,1012.06,Clear
2024-03-30,Chennai,30.73,24.17,36.16,0.73,60.57,11.9,1013.67,Clear
2023-12-15,Pune,14.97,6.17,19.33,1.5,82.69,8.7,1015.8,Cold
2024-03-02,Mumbai,29.89,25.83,37.38,0.03,52.98,11.3,997.5,Clear
2024-03-03,Mumbai,35.01,28.91,42.86,0.4,49.75,12.37,1003.74,Hot
2024-11-02,Hyderabad,21.38,16.44,27.54,0.88,78.76,14.32,1011.38,Clear
2024-01-30,Pune,21.14,13.93,26.72,3.33,77.88,3.05,1013.62,Clear
2024-06-03,Pune,37.46,29.85,43.93,14.79,64.61,3.36,1009.56,Rainy
2024-11-07,Delhi,24.45,15.6,30.45,1.12,75.26,15.15,1011.47,Clear
2022-11-07,Bengaluru,13.21,6.96,18.9,1.64,78.99,9.64,1017.69,Cold
2024-07-22,Mumbai,39.62,35.2,47.59,8.65,60.96,7.92,1003.97,Hot
2023-11-07,Bengaluru,18.63,14.18,25.09,0.66,74.11,10.84,1012.39,Clear
2024-01-28,Chennai,19.31,11.05,24.08,1.28,62.11,22.46,1012.16,Clear
2023-10-08,Chennai,21.89,17.82,28.42,0.47,78.12,19.57,1014.09,Clear
2024-06-10,Bengaluru,34.39,26.98,38.73,4.21,72.57,13.21,1009.19,Clear
2024-01-09,Bengaluru,20.36,13.18,26.2,2.68,88.01,6.64,1006.57,Cloudy
2024-04-08,Bengaluru,27.15,22.45,32.56,0.57,54.04,13.26,1004.89,Clear
2024-09-15,Mumbai,28.15,20.1,34.93,4.24,78.73,10.12,1005.57,Clear
2023-11-25,Hyderabad,17.75,12.54,22.37,0.71,70.63,16.02,1020.71,Cold
2022-06-15,Bengaluru,34.57,25.73,41.36,10.37,75.65,11.76,1006.73,Rainy
2023-06-25,Chennai,41.85,36.33,45.98,14.02,66.64,19.19,1019.73,Rainy
2023-05-06,Bengaluru,34.5,29.18,39.52,0.16,50.18,3.55,1016.86,Clear
2024-07-14,Chennai,39.65,32.28,46.48,6.66,61.63,16.35,1013.29,Hot
2024-06-20,Delhi,39.12,34.07,44.72,14.08,66.16,9.15,1012.41,Rainy
2024-08-21,Delhi,33.48,28.62,40.76,29.6,98.0,11.72,1015.47,Rainy
2024-10-06,Delhi,16.34,10.27,21.67,1.21,87.32,20.12,1007.45,Cold
2023-10-18,Chennai,31.42,25.78,38.27,0.14,44.43,18.28,1025.92,Clear
2022-01-03,Pune,22.97,15.03,29.8,2.34,68.69,10.75,1010.7,Clear
2024-12-26,Hyderabad,17.88,9.38,25.57,2.69,95.93,14.94,1012.68,Cold
2023-10-15,Delhi,21.69,15.29,26.89,1.03,63.77,14.51,1018.03,Clear
2024-06-05,Mumbai,39.2,33.09,45.26,2.85,54.35,13.69,1011.7,Hot
2024-11-01,Chennai,26.76,21.73,32.29,1.92,69.39,13.27,1011.62,Clear
2023-12-24,Hyderabad,20.49,16.47,24.84,1.77,67.61,8.5,1014.96,Clear
2023-05-31,Mumbai,35.92,30.73,41.12,3.75,65.97,16.36,1009.69,Hot
2023-08-29,Chennai,34.28,26.44,38.35,12.93,77.34,5.29,1015.61,Rainy
2023-03-26,Hyderabad,31.13,22.69,36.48,0.39,46.8,17.46,1022.99,Clear
2022-12-24,Pune,17.95,9.21,25.76,0.67,72.43,12.98,1011.51,Cold
2022-09-23,Bengaluru,31.12,24.25,37.6,5.27,59.37,16.13,1018.44,Clear
2022-11-18,Bengaluru,19.02,10.45,25.23,2.19,89.35,8.43,1009.81,Cloudy
2022-10-09,Hyderabad,22.7,14.06,27.56,0.95,83.4,8.52,1008.89,Cloudy
2022-11-11,Delhi,23.1,16.52,28.03,1.84,69.92,20.68,1015.49,Clear
2024-03-13,Delhi,29.33,24.12,36.06,2.18,53.73,13.06,1023.84,Clear
2023-12-13,Bengaluru,13.86,5.12,17.87,0.86,77.79,14.16,1013.44,Cold
2024-02-13,Chennai,25.24,19.85,33.1,0.67,69.0,7.4,1007.42,Clear
2024-06-25,Mumbai,33.52,28.09,38.6,4.99,63.33,11.63,1011.12,Clear
2022-01-29,Mumbai,23.84,15.28,29.89,4.52,73.56,15.82,1015.26,Clear
2022-11-12,Delhi,23.11,14.17,29.15,0.08,63.92,5.28,1016.88,Clear
2022-08-25,Delhi,32.79,24.38,37.31,9.23,68.75,15.38,1003.29,Clear
2024-02-02,Mumbai,26.37,18.54,34.1,1.1,68.16,7.97,1012.24,Clear
2023-04-05,Bengaluru,28.92,24.25,33.37,1.73,65.8,7.27,1026.43,Clear
2023-03-04,Hyderabad,32.5,24.64,40.26,0.12,55.15,12.57,1011.7,Clear
2022-10-12,Mumbai,23.3,14.85,28.45,2.41,58.96,12.48,1004.37,Clear
2023-11-18,Mumbai,22.67,16.55,29.53,2.17,66.61,5.37,1010.37,Clear
2023-09-08,Chennai,32.43,27.7,40.24,0.06,46.92,18.8,1012.15,Clear
2022-06-11,Delhi,33.26,24.65,40.1,20.79,84.92,8.79,1013.36,Rainy
2022-02-10,Chennai,24.78,18.51,30.99,0.24,60.34,13.21,1016.99,Clear
2022-07-01,Chennai,37.76,32.08,42.64,15.0,67.39,16.48,1005.03,Rainy
2022-01-22,Mumbai,28.67,21.41,33.57,2.08,57.36,7.48,1015.85,Clear
2023-07-15,Delhi,38.13,29.39,43.81,7.16,61.98,14.94,1012.15,Hot
2024-06-04,Mumbai,38.81,34.03,44.56,30.63,85.87,7.44,1010.06,Rainy
2024-07-06,Mumbai,34.34,26.79,40.47,8.25,66.07,7.29,1016.64,Clear
2024-11-06,Mumbai,20.9,12.11,27.68,0.37,87.93,17.2,1004.99,Cloudy
2024-04-20,Hyderabad,33.89,27.07,41.64,2.3,47.99,9.93,1011.61,Clear
2022-06-19,Pune,32.81,24.5,38.6,15.47,64.18,11.0,1007.14,Rainy
2022-07-15,Hyderabad,36.79,32.61,43.71,20.45,80.05,17.71,1009.74,Rainy
2022-08-12,Chennai,34.85,27.98,42.38,37.44,98.0,11.35,1003.91,Heavy Rain
2022-10-05,Mumbai,22.9,18.59,30.26,0.43,76.67,6.62,1007.9,Clear
2024-09-15,Pune,28.65,22.6,35.99,6.97,68.82,11.59,1009.4,Clear
2022-05-30,Pune,35.41,30.17,41.14,,44.61,9.16,1012.65,Hot
2022-07-10,Delhi,27.69,18.77,35.03,5.86,67.41,15.33,1008.67,Clear
2023-07-26,Mumbai,35.14,28.51,41.89,22.38,77.07,11.47,1009.38,Rainy
2022-12-06,Pune,16.28,8.48,20.64,0.82,78.03,9.78,1017.87,Cold
2023-09-07,Bengaluru,28.98,23.98,36.0,4.15,54.28,10.57,1004.71,Clear
2022-06-01,Pune,31.03,23.82,38.3,37.92,98.0,11.66,1011.35,Heavy Rain
2022-10-25,Hyderabad,27.83,20.17,35.73,0.98,54.68,10.5,1009.64,Clear
2022-08-27,Bengaluru,28.95,21.15,36.37,14.86,82.7,12.88,1012.0,Rainy
2022-11-19,Delhi,14.68,9.16,19.57,1.4,90.64,13.17,1008.2,Cold
2024-10-04,Mumbai,26.48,19.82,30.78,0.23,54.89,13.87,1020.91,Clear
2023-01-22,Hyderabad,18.09,13.59,25.19,0.25,81.2,11.86,1020.66,Cloudy
2022-06-09,Hyderabad,37.55,33.4,42.81,8.66,67.45,18.54,1010.99,Hot
2023-07-28,Hyderabad,32.65,25.67,38.72,21.61,84.38,10.18,1016.87,Rainy
2022-08-17,Chennai,36.14,29.59,43.53,13.5,57.79,3.92,1005.12,Rainy
2024-08-26,Pune,29.05,23.13,34.48,15.54,94.46,16.63,1017.75,Rainy
2024-03-27,Hyderabad,30.71,24.64,38.03,2.25,62.49,9.59,1013.32,Clear
2023-08-18,Pune,35.41,28.75,41.84,5.61,58.32,13.96,1020.38,Hot
2022-07-27,Chennai,41.5,32.57,48.94,8.43,50.16,20.79,1019.8,Hot
2024-06-08,Pune,30.78,22.2,36.34,8.72,77.76,6.98,1006.65,Clear
2022-10-22,Mumbai,25.46,18.73,31.19,4.31,69.38,7.07,1014.24,Clear
2023-03-28,Pune,21.76,16.38,28.39,1.6,74.29,13.58,1014.98,Clear
2024-07-05,Pune,31.44,24.18,38.88,9.84,62.45,11.43,1011.84,Clear
2023-08-12,Mumbai,31.3,22.64,35.4,4.94,68.31,14.05,1018.65,Clear
2022-02-11,Bengaluru,21.99,13.81,28.18,2.35,69.14,6.43,1016.02,Clear
2022-07-31,Delhi,32.17,25.39,37.64,28.42,91.3,9.12,1016.45,Rainy
2024-10-30,Pune,23.35,15.87,31.16,0.59,83.18,16.42,1014.9,Cloudy
2023-12-12,Bengaluru,18.04,10.6,22.82,0.14,74.98,2.0,1009.02,Clear
2022-10-16,Chennai,25.67,18.5,32.62,2.59,70.47,17.26,1009.4,Clear
2023-03-30,Bengaluru,28.25,22.64,33.98,5.4,77.23,19.12,1003.5,Clear
2022-08-09,Bengaluru,28.64,21.56,36.52,5.39,63.91,12.15,1012.43,Clear
2023-06-12,Delhi,36.62,30.24,42.49,70.07,98.0,11.46,1021.9,Heavy Rain
2022-05-18,Hyderabad,36.58,32.01,40.66,0.98,53.77,8.8,1011.68,Hot
2023-06-08,Chennai,36.11,30.15,42.35,7.51,70.18,16.58,1013.46,Hot
2023-06-15,Chennai,39.96,32.55,47.96,17.12,76.77,6.74,1008.38,Rainy
2023-07-11,Mumbai,38.09,30.61,42.43,10.83,56.25,11.86,1001.01,Rainy
2023-02-16,Hyderabad,25.59,17.4,32.69,1.45,68.14,13.66,1004.74,Clear
2022-10-05,Delhi,19.39,12.16,23.61,0.68,76.48,16.43,1018.53,Clear
2023-03-27,Bengaluru,26.64,21.04,32.87,1.24,,13.54,1017.5,Clear
2024-09-25,Bengaluru,20.68,13.23,28.18,8.63,86.7,12.8,1012.83,Cloudy
2024-11-07,Hyderabad,18.61,13.52,25.22,0.69,69.14,10.87,1011.83,Clear
